age,taille,poids,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,risque_personnel,date_creation_compte,loyer_mensuel,montant_pret
38,169.3,96.0,oui,4,Hauts-de-France,oui,oui,3210,divorcé,0.26,2023-04-05,10000.0,30089.662669880072
22,173.5,61.9,oui,1,Île-de-France,non,oui,796,,0.88,2023-10-24,5175.89104031576,10822.827044993295
63,186.8,70.6,oui,0,Occitanie,non,oui,3885,divorcé,0.5,2020-08-12,10000.0,15757.66361823247
56,170.1,74.4,oui,1,Bretagne,non,non,898,,0.02,2024-05-04,5175.89104031576,500.0
47,160.5,48.4,non,0,Bretagne,oui,oui,3582,divorcé,0.12,2021-04-01,724.76,3735.658720627448
46,173.9,58.2,oui,2,Normandie,non,oui,2047,divorcé,0.1,2020-11-21,957.57,15966.5991061799
49,179.8,43.1,non,1,Hauts-de-France,non,oui,3214,marié,0.55,2020-01-17,303.13,7056.806036648549
56,180.2,72.9,non,3,Normandie,oui,oui,500,célibataire,0.14,2025-02-23,5175.89104031576,500.0
51,172.0,76.7,oui,0,Corse,oui,non,3527,marié,0.03,2023-07-10,654.46,500.0
22,160.1,71.0,non,1,Occitanie,oui,non,2450,,0.86,2022-09-08,10000.0,500.0
30,172.0,45.4,oui,1,Hauts-de-France,oui,non,2893,célibataire,0.05,2022-02-27,793.96,500.0
57,171.9,88.1,non,1,Provence-Alpes-Côte d’Azur,oui,non,4262,veuf,0.89,2021-02-16,10000.0,500.0
51,184.7,62.0,oui,4,Provence-Alpes-Côte d’Azur,non,oui,2926,veuf,0.42,2020-10-25,5000.0,35758.18072081153
34,170.4,86.6,non,3,Normandie,oui,oui,2399,,0.01,2024-04-09,5000.0,11737.23847284871
71,169.8,73.9,non,2,Bretagne,oui,oui,1287,,0.63,2021-03-02,10000.0,2814.1386162062663
28,178.2,72.8,non,0,Hauts-de-France,oui,oui,1768,,0.71,2020-11-26,5175.89104031576,500.0
20,157.0,67.8,non,0,Provence-Alpes-Côte d’Azur,non,oui,1559,,0.79,2021-10-03,10000.0,500.0
65,162.2,82.4,non,2,Bretagne,oui,oui,2632,divorcé,0.57,2024-12-22,5000.0,11759.638243193413
63,179.7,93.6,non,1,Auvergne-Rhône-Alpes,non,oui,2798,marié,0.9,2020-02-25,656.99,14866.76807385541
67,160.3,73.4,oui,2,Occitanie,non,oui,3409,,0.87,2023-02-17,5175.89104031576,18711.66358452964
40,170.3,74.4,oui,0,Hauts-de-France,oui,non,3130,marié,0.82,2021-01-11,5175.89104031576,500.0
74,169.1,76.3,oui,3,Hauts-de-France,non,oui,1899,veuf,0.41,2022-07-16,5000.0,20814.697568663774
21,169.3,74.0,non,1,Auvergne-Rhône-Alpes,oui,non,3444,marié,0.23,2024-07-27,5000.0,500.0
32,150.5,66.6,oui,3,Provence-Alpes-Côte d’Azur,non,oui,2603,veuf,0.35,2021-02-19,10000.0,30210.987049606567
75,184.8,58.6,non,3,Bretagne,non,non,3656,divorcé,0.22,2024-01-12,10000.0,3066.137791409429
37,158.0,66.9,non,2,Normandie,oui,oui,4084,veuf,0.52,2021-02-27,10000.0,9573.778332032196
24,180.3,99.8,oui,0,Occitanie,oui,oui,2306,divorcé,0.23,2023-12-03,10000.0,4554.810431805047
47,173.5,75.8,non,2,Bretagne,oui,oui,2384,,0.22,2024-10-29,5000.0,6829.661938726994
23,158.8,44.8,non,4,Bretagne,oui,non,1713,divorcé,0.58,2020-10-14,5175.89104031576,500.0
44,162.3,45.4,non,0,Normandie,oui,oui,1962,marié,0.7,2020-12-29,10000.0,500.0
35,153.7,76.8,oui,4,Bretagne,non,oui,2789,célibataire,0.64,2024-07-16,5000.0,29152.59717199099
40,180.5,85.9,oui,4,Bretagne,oui,non,3336,célibataire,0.21,2022-10-28,5000.0,500.0
57,160.5,80.2,oui,3,Auvergne-Rhône-Alpes,non,non,2623,divorcé,0.54,2022-12-27,10000.0,4383.465051415476
41,179.0,35.9,oui,3,Île-de-France,non,non,2699,célibataire,0.33,2025-05-21,5175.89104031576,8620.740440969317
68,177.0,86.3,oui,0,Bretagne,non,non,3059,divorcé,0.75,2022-05-24,5000.0,500.0
23,163.3,61.0,oui,0,Hauts-de-France,non,non,2360,divorcé,0.87,2025-04-26,10000.0,500.0
43,147.0,69.5,oui,4,Normandie,oui,oui,4971,divorcé,0.36,2023-04-28,10000.0,25883.89703555264
21,172.1,54.2,non,2,Occitanie,non,oui,500,veuf,0.22,2024-09-14,10000.0,2571.4279977966503
44,167.9,74.2,oui,3,Île-de-France,oui,non,3485,célibataire,0.78,2020-06-30,5000.0,6950.691750123016
75,156.9,88.8,oui,1,Bretagne,oui,oui,989,marié,0.26,2020-01-01,5175.89104031576,12906.990479801343
32,178.3,78.4,oui,0,Provence-Alpes-Côte d’Azur,non,oui,2538,,0.91,2020-04-26,5175.89104031576,21288.40814422946
30,164.7,69.6,non,1,Hauts-de-France,non,oui,2830,,0.26,2022-10-25,805.29,7501.263720832778
23,157.2,47.2,oui,3,Île-de-France,oui,oui,3583,veuf,0.39,2024-12-16,615.43,13702.678326689054
35,159.0,59.6,non,1,Auvergne-Rhône-Alpes,oui,non,2107,veuf,0.34,2022-04-01,5000.0,500.0
32,172.2,63.9,oui,0,Corse,non,non,4405,,0.48,2025-02-24,853.79,500.0
58,181.8,86.9,oui,4,Occitanie,oui,oui,962,célibataire,0.87,2024-10-17,5000.0,14356.8655104378
62,186.6,78.8,oui,0,Île-de-France,non,oui,3271,marié,0.22,2021-10-19,5000.0,17984.913231590494
53,173.3,55.2,non,4,Occitanie,oui,oui,699,veuf,0.82,2023-04-08,989.81,9786.53291738366
48,175.2,72.0,non,1,Corse,non,oui,4371,célibataire,0.52,2022-01-11,5000.0,500.0
32,177.5,71.4,oui,4,Hauts-de-France,oui,non,1464,célibataire,0.76,2025-02-12,420.05,500.0
19,178.3,47.7,non,4,Auvergne-Rhône-Alpes,oui,oui,4022,marié,0.53,2023-07-13,5175.89104031576,20399.31047104829
50,175.3,69.6,oui,1,Hauts-de-France,non,non,2020,célibataire,0.08,2020-08-21,718.47,500.0
39,156.5,74.0,non,3,Occitanie,non,oui,5025,célibataire,0.38,2021-01-13,10000.0,28688.895789414644
29,153.8,60.9,oui,4,Occitanie,non,oui,4116,marié,0.42,2021-07-30,5000.0,32226.988031995694
58,165.6,56.9,non,4,Provence-Alpes-Côte d’Azur,oui,non,3767,divorcé,0.32,2022-07-17,5175.89104031576,500.0
68,158.3,87.4,oui,3,Provence-Alpes-Côte d’Azur,oui,non,3955,marié,0.94,2025-04-06,933.28,10639.305587861045
39,174.2,43.4,non,4,Provence-Alpes-Côte d’Azur,oui,oui,1808,marié,0.76,2025-03-31,766.8,5630.096497060186
31,187.1,69.8,non,4,Corse,oui,non,2649,divorcé,0.03,2021-09-28,10000.0,500.0
29,172.3,77.4,non,1,Bretagne,non,non,2483,marié,0.71,2023-11-29,10000.0,500.0
53,158.6,72.2,oui,0,Occitanie,non,non,1371,divorcé,0.94,2023-01-19,1069.99,500.0
60,156.9,78.6,non,2,Normandie,non,oui,2340,marié,0.06,2022-04-27,10000.0,15184.584884713417
45,168.8,91.3,non,3,Provence-Alpes-Côte d’Azur,non,oui,2906,célibataire,0.44,2024-06-08,1166.1,29132.162879314223
33,173.4,51.0,non,0,Normandie,non,oui,6049,divorcé,0.42,2020-02-05,519.12,15351.456734074622
26,164.8,99.3,non,4,Hauts-de-France,non,non,1587,divorcé,0.73,2022-06-25,5175.89104031576,500.0
23,177.3,71.7,oui,2,Hauts-de-France,non,non,1513,veuf,0.65,2023-08-01,5000.0,500.0
42,179.2,76.7,non,1,Auvergne-Rhône-Alpes,non,oui,2273,célibataire,0.51,2022-12-01,5175.89104031576,11655.390877132537
45,171.0,58.3,oui,0,Provence-Alpes-Côte d’Azur,oui,non,3352,veuf,0.01,2021-03-18,5000.0,500.0
52,171.4,76.8,oui,1,Auvergne-Rhône-Alpes,oui,non,2962,célibataire,0.4,2022-04-26,1042.69,500.0
26,177.4,34.3,oui,0,Île-de-France,non,oui,3531,célibataire,0.4,2020-05-26,622.09,8280.067769939777
52,177.0,58.0,non,3,Hauts-de-France,oui,non,2014,divorcé,0.29,2022-07-28,5000.0,500.0
49,183.2,67.0,non,1,Occitanie,oui,non,5607,divorcé,0.4,2022-04-29,5175.89104031576,500.0
27,179.1,87.6,non,2,Bretagne,non,oui,2099,,0.38,2021-12-30,5000.0,15284.764778404458
71,176.1,62.2,oui,1,Bretagne,non,oui,1534,veuf,0.05,2023-04-28,10000.0,20138.50357849674
63,166.0,92.2,oui,2,Normandie,non,oui,930,marié,0.46,2023-04-03,10000.0,8042.88785006186
55,192.3,70.9,non,1,Occitanie,non,non,3907,,0.14,2021-05-25,579.29,500.0
36,159.9,71.4,non,4,Corse,non,oui,4632,divorcé,0.41,2022-01-31,54.98,16683.472226033566
60,163.5,111.2,non,3,Corse,oui,oui,500,divorcé,0.22,2024-02-28,5175.89104031576,500.0
22,175.8,67.0,oui,0,Île-de-France,non,non,884,célibataire,0.13,2022-12-06,5175.89104031576,500.0
72,160.5,77.5,non,3,Auvergne-Rhône-Alpes,oui,non,2445,veuf,0.85,2022-05-22,5175.89104031576,500.0
51,175.3,60.4,oui,0,Normandie,oui,oui,2408,marié,0.29,2021-10-29,5175.89104031576,2050.7157398082786
19,180.4,79.3,non,2,Occitanie,non,oui,500,marié,0.6,2020-08-23,5175.89104031576,15874.774716771984
26,167.9,68.5,non,2,Hauts-de-France,oui,oui,2262,marié,0.48,2024-07-19,5175.89104031576,500.0
59,146.9,48.7,non,0,Île-de-France,non,oui,2618,divorcé,0.2,2023-02-15,5000.0,8886.31357750079
46,188.4,71.2,non,1,Auvergne-Rhône-Alpes,oui,non,2298,marié,0.7,2024-08-26,10000.0,500.0
19,176.1,41.6,non,1,Normandie,oui,oui,3278,marié,0.66,2023-05-07,5175.89104031576,2813.156186853146
34,175.5,94.5,oui,2,Hauts-de-France,non,oui,2425,marié,0.33,2021-02-19,10000.0,23210.797866626606
70,170.6,53.7,non,4,Île-de-France,non,non,3247,célibataire,0.79,2020-12-05,5175.89104031576,5257.865301498262
68,172.7,75.0,non,2,Normandie,non,non,1217,marié,0.5,2021-07-31,437.78,500.0
19,182.6,60.0,oui,2,Corse,oui,non,1382,marié,0.97,2024-07-05,1228.62,500.0
38,159.9,58.5,non,4,Corse,non,non,1866,divorcé,0.94,2023-10-14,10000.0,500.0
33,163.6,87.7,non,0,Île-de-France,oui,non,1517,marié,0.06,2020-12-20,5175.89104031576,500.0
50,178.5,66.3,oui,3,Normandie,non,oui,2501,célibataire,0.6,2020-09-11,567.95,24670.306600109925
34,175.5,82.6,non,4,Provence-Alpes-Côte d’Azur,oui,non,3893,divorcé,0.33,2024-02-26,10000.0,7977.963403126492
62,155.3,67.3,non,2,Hauts-de-France,non,non,1915,veuf,0.7,2021-05-25,758.8,500.0
70,169.1,71.9,oui,1,Hauts-de-France,oui,oui,4917,veuf,0.53,2021-12-19,10000.0,13179.96915777943
62,167.7,69.7,non,0,Normandie,oui,oui,1393,marié,0.99,2023-01-05,5175.89104031576,500.0
46,160.3,69.1,oui,3,Corse,non,oui,5582,célibataire,0.83,2020-09-22,802.5,32624.62424784305
60,162.5,93.2,non,3,Provence-Alpes-Côte d’Azur,non,oui,4456,,0.44,2024-01-05,930.0,20788.62505341787
73,170.0,59.7,oui,1,Bretagne,oui,non,4222,,0.03,2023-05-09,691.24,500.0
66,180.2,87.2,non,3,Corse,non,non,4100,,0.21,2020-10-22,5175.89104031576,500.0
39,186.6,82.6,oui,3,Occitanie,oui,oui,3149,,0.85,2023-08-28,688.67,22092.708515061127
29,161.9,57.4,non,2,Normandie,oui,non,2152,,0.88,2022-08-16,5175.89104031576,500.0
37,153.9,57.1,non,2,Hauts-de-France,oui,non,2652,marié,0.21,2024-08-17,10000.0,500.0
49,186.6,65.8,oui,0,Auvergne-Rhône-Alpes,non,non,1522,célibataire,0.09,2023-08-04,5175.89104031576,500.0
22,164.1,45.9,non,2,Bretagne,non,oui,1290,marié,0.38,2025-04-08,127.1,16857.98479163118
33,158.6,109.5,non,4,Auvergne-Rhône-Alpes,oui,oui,3351,,0.18,2023-07-05,10000.0,22455.43441767607
72,165.0,56.5,oui,1,Corse,oui,non,3613,célibataire,0.21,2022-01-21,5000.0,500.0
61,161.3,79.3,non,2,Hauts-de-France,oui,non,1664,marié,0.85,2024-12-20,10000.0,500.0
43,185.8,100.2,non,1,Occitanie,non,non,3269,marié,1.0,2022-05-25,5175.89104031576,500.0
60,183.7,80.3,oui,4,Occitanie,oui,oui,3928,divorcé,0.11,2020-05-30,5175.89104031576,34295.832598520334
58,162.8,79.3,oui,3,Hauts-de-France,oui,oui,3416,,0.89,2024-08-04,5175.89104031576,18587.129442140165
22,188.2,104.0,non,2,Occitanie,non,oui,3905,marié,0.05,2022-05-28,10000.0,18399.61442914501
33,156.2,68.3,oui,0,Normandie,non,non,4166,,0.42,2021-07-26,297.59,500.0
61,174.6,110.8,non,1,Île-de-France,non,non,1552,divorcé,0.9,2022-07-20,748.17,500.0
48,169.2,76.4,oui,4,Corse,oui,oui,1028,,0.3,2024-09-23,1018.92,500.0
54,172.7,73.8,non,3,Corse,non,non,3156,,0.71,2020-06-20,5175.89104031576,500.0
47,151.2,62.3,non,0,Corse,oui,non,2970,marié,0.12,2023-09-22,10000.0,500.0
72,169.0,77.0,non,1,Corse,non,oui,1508,divorcé,0.46,2023-04-20,10000.0,500.0
48,168.0,97.0,oui,3,Occitanie,non,oui,4631,divorcé,0.03,2023-06-13,5000.0,36033.114778201976
74,186.0,102.9,oui,4,Normandie,non,oui,1541,veuf,0.82,2022-02-16,5175.89104031576,37740.068058608034
45,164.5,82.7,non,2,Bretagne,oui,non,2098,,0.61,2022-09-21,5000.0,500.0
32,167.6,61.5,oui,2,Occitanie,non,oui,4698,célibataire,0.67,2021-11-13,5175.89104031576,30376.436480777666
70,161.9,106.7,non,3,Normandie,oui,non,1445,divorcé,0.03,2020-07-31,10000.0,500.0
30,162.9,66.1,non,3,Bretagne,non,non,1633,célibataire,0.58,2023-11-13,10000.0,2580.1153810490573
20,168.7,63.0,non,0,Normandie,non,oui,2761,divorcé,0.85,2024-06-06,5000.0,500.0
28,176.0,83.2,non,0,Provence-Alpes-Côte d’Azur,oui,oui,6285,divorcé,0.4,2025-03-24,5000.0,19764.347867278266
66,168.4,44.0,non,0,Provence-Alpes-Côte d’Azur,oui,non,1255,divorcé,0.03,2022-09-02,1035.16,500.0
29,167.9,84.7,oui,4,Provence-Alpes-Côte d’Azur,oui,non,2501,veuf,0.77,2020-05-05,5000.0,8951.748512055701
25,161.3,50.5,oui,2,Normandie,oui,non,1439,veuf,0.44,2023-06-26,5000.0,500.0
39,171.8,71.4,oui,3,Corse,oui,oui,2884,veuf,0.55,2022-07-26,10000.0,22144.99931479974
46,181.0,95.3,non,1,Normandie,oui,oui,500,marié,0.31,2020-11-07,5175.89104031576,500.0
26,170.7,35.9,oui,1,Provence-Alpes-Côte d’Azur,non,oui,4878,marié,0.58,2023-07-14,5175.89104031576,32308.384532419597
74,169.5,92.8,oui,4,Provence-Alpes-Côte d’Azur,oui,oui,3148,célibataire,0.31,2021-11-28,1268.3,25707.40229811243
32,174.0,66.8,oui,1,Occitanie,non,oui,1623,divorcé,0.08,2021-12-03,5175.89104031576,15491.537251224858
67,157.2,97.3,oui,2,Auvergne-Rhône-Alpes,oui,oui,2066,veuf,0.49,2021-09-14,5000.0,16226.947381582757
38,182.1,81.9,oui,1,Bretagne,non,non,2675,célibataire,0.17,2021-06-07,5175.89104031576,500.0
52,160.9,66.4,oui,0,Occitanie,non,oui,1996,célibataire,0.44,2024-10-19,5000.0,11326.25449697811
63,166.7,61.9,oui,1,Bretagne,oui,non,1835,célibataire,0.76,2024-08-01,837.09,500.0
57,173.7,75.8,non,4,Corse,oui,non,500,,0.78,2021-05-21,5000.0,500.0
58,178.4,49.1,oui,1,Bretagne,non,oui,500,,0.94,2023-05-23,676.85,10725.625743409684
25,168.5,88.3,oui,2,Île-de-France,non,non,1191,marié,0.74,2024-03-24,704.13,3326.8459813784034
58,185.9,76.4,non,0,Normandie,oui,non,2143,célibataire,0.23,2023-10-06,5000.0,500.0
22,173.3,72.5,oui,0,Provence-Alpes-Côte d’Azur,non,oui,706,,0.51,2024-10-29,703.03,21170.17087603601
22,179.6,55.6,oui,0,Auvergne-Rhône-Alpes,oui,non,4170,marié,0.95,2020-10-29,5000.0,500.0
26,176.2,65.5,oui,2,Auvergne-Rhône-Alpes,non,non,3486,veuf,0.92,2022-12-27,648.73,3269.816402584081
42,152.8,87.7,non,1,Auvergne-Rhône-Alpes,oui,non,3511,veuf,0.55,2022-06-01,5175.89104031576,500.0
67,170.0,85.0,non,2,Bretagne,oui,non,1740,marié,0.85,2020-11-14,742.23,500.0
30,149.7,60.8,non,2,Normandie,non,non,2227,divorcé,0.18,2023-09-19,5000.0,500.0
47,172.2,63.3,non,3,Bretagne,oui,non,2137,marié,0.66,2023-09-02,10000.0,500.0
50,186.3,65.6,non,1,Corse,oui,non,2480,marié,0.97,2023-01-24,10000.0,500.0
50,180.9,73.6,non,1,Provence-Alpes-Côte d’Azur,oui,oui,2782,célibataire,0.87,2021-07-20,5175.89104031576,8052.316794480487
50,189.5,90.2,non,1,Normandie,oui,non,2397,veuf,0.97,2020-07-29,5000.0,500.0
20,178.7,37.7,oui,4,Hauts-de-France,non,oui,1942,divorcé,0.84,2024-09-05,5175.89104031576,15686.78132850265
60,168.9,59.8,non,3,Bretagne,oui,oui,2475,divorcé,0.98,2024-12-10,5000.0,25720.956678722483
37,165.3,72.8,non,3,Normandie,oui,non,2805,divorcé,0.69,2025-05-14,5175.89104031576,500.0
20,167.7,67.8,oui,1,Hauts-de-France,non,non,1034,célibataire,0.83,2025-04-01,10000.0,500.0
52,182.6,66.2,non,4,Provence-Alpes-Côte d’Azur,non,non,640,divorcé,0.35,2024-03-21,5175.89104031576,500.0
36,154.3,97.1,non,3,Normandie,oui,non,2557,,0.1,2025-06-07,5175.89104031576,500.0
49,184.7,55.6,non,2,Normandie,oui,non,2657,marié,0.46,2022-01-31,646.33,500.0
66,156.1,85.5,oui,4,Hauts-de-France,oui,non,3901,marié,0.72,2022-11-08,5000.0,3727.548198082763
38,192.8,86.4,oui,0,Bretagne,non,oui,2686,veuf,0.6,2024-03-22,5175.89104031576,22474.032687219635
18,163.5,73.7,oui,0,Hauts-de-France,non,oui,1341,,0.55,2024-05-07,1603.34,500.0
57,175.8,83.7,non,2,Bretagne,oui,oui,1663,célibataire,0.17,2022-06-07,10000.0,14645.02503793896
66,147.4,83.0,non,1,Provence-Alpes-Côte d’Azur,oui,non,4074,,0.29,2024-01-08,10000.0,500.0
57,165.6,79.2,oui,0,Hauts-de-France,oui,oui,3673,,0.1,2022-10-23,5175.89104031576,1039.6814070236503
52,172.0,65.8,oui,0,Normandie,non,oui,1783,veuf,0.85,2021-09-08,10000.0,10698.689308826526
20,170.1,63.4,non,4,Bretagne,oui,oui,4054,divorcé,0.62,2024-12-17,5175.89104031576,31326.215437795137
46,168.0,76.7,non,4,Provence-Alpes-Côte d’Azur,oui,oui,3967,marié,0.93,2021-08-17,10000.0,9547.31726536674
73,167.0,77.1,non,1,Île-de-France,oui,non,1195,veuf,0.03,2025-01-04,5175.89104031576,500.0
56,161.8,61.2,oui,2,Île-de-France,oui,oui,3104,divorcé,0.84,2023-05-24,10000.0,24714.428346144625
19,181.0,59.7,oui,2,Provence-Alpes-Côte d’Azur,oui,oui,1625,célibataire,0.58,2020-02-28,10000.0,15784.65644627697
41,176.7,79.7,non,4,Provence-Alpes-Côte d’Azur,non,oui,2967,veuf,0.42,2021-11-24,1129.56,32043.77956862413
67,161.0,90.0,oui,1,Provence-Alpes-Côte d’Azur,non,oui,1518,célibataire,0.54,2024-01-05,10000.0,20371.989900380795
71,161.7,68.5,non,4,Auvergne-Rhône-Alpes,oui,oui,2480,divorcé,0.7,2020-03-15,5175.89104031576,11768.124179750985
19,169.5,91.2,non,0,Occitanie,non,non,984,divorcé,0.15,2024-03-08,235.98,500.0
33,174.2,99.3,non,0,Hauts-de-France,oui,oui,2295,marié,0.13,2023-03-15,10000.0,500.0
37,161.2,84.1,non,2,Normandie,oui,oui,2011,divorcé,0.53,2020-09-20,5000.0,1113.829489318093
58,196.1,45.5,non,4,Île-de-France,oui,oui,3034,célibataire,0.19,2024-01-19,831.9,19524.748467578767
23,177.4,91.5,non,3,Auvergne-Rhône-Alpes,non,non,3667,veuf,0.4,2021-04-20,5000.0,9768.568084750788
25,179.5,49.5,oui,1,Île-de-France,oui,non,3003,veuf,0.46,2021-12-02,270.22,500.0
50,166.2,71.1,non,1,Corse,non,oui,2906,veuf,0.26,2022-05-08,10000.0,500.0
33,182.0,79.3,oui,2,Corse,oui,oui,3289,,0.83,2023-01-23,5000.0,500.0
51,188.6,73.6,oui,1,Occitanie,oui,oui,1501,veuf,0.95,2023-12-18,5175.89104031576,500.0
25,178.9,62.5,oui,1,Corse,non,non,1699,divorcé,0.22,2021-05-17,5175.89104031576,500.0
34,187.7,88.3,non,0,Normandie,non,oui,2910,veuf,0.57,2020-02-28,1089.39,3478.2784107224384
67,188.8,63.5,oui,1,Corse,oui,oui,2204,célibataire,0.87,2024-01-28,841.35,500.0
46,166.2,88.9,non,3,Bretagne,oui,oui,2991,,0.68,2022-03-17,5000.0,3956.1305457758576
74,180.5,69.4,oui,3,Île-de-France,oui,non,1246,marié,0.74,2022-01-15,5175.89104031576,500.0
20,178.6,67.4,oui,1,Bretagne,non,non,3065,marié,0.85,2024-02-29,10000.0,500.0
74,157.2,45.4,non,4,Corse,oui,oui,500,divorcé,0.23,2024-12-24,5175.89104031576,500.0
30,177.1,82.5,non,3,Occitanie,non,oui,3091,marié,0.35,2021-12-08,5175.89104031576,15788.97905842714
70,173.1,88.4,oui,0,Provence-Alpes-Côte d’Azur,oui,oui,3298,,0.53,2025-02-04,250.23,15117.602265736034
57,173.8,65.7,non,2,Occitanie,non,oui,2225,célibataire,0.15,2025-03-27,10000.0,14448.913633781498
40,183.9,55.0,non,4,Île-de-France,non,oui,2352,célibataire,0.7,2024-08-16,5175.89104031576,25896.143475960027
18,180.3,86.7,non,3,Auvergne-Rhône-Alpes,non,oui,1659,divorcé,0.44,2021-04-07,10000.0,20424.118436131917
21,176.1,84.6,oui,4,Provence-Alpes-Côte d’Azur,non,oui,1788,divorcé,0.08,2022-02-26,5175.89104031576,35273.91129309822
31,172.9,89.7,non,3,Provence-Alpes-Côte d’Azur,oui,oui,4499,marié,0.69,2021-08-24,10000.0,19896.889771322905
30,182.8,98.7,oui,2,Corse,oui,oui,2488,marié,0.74,2023-07-09,5175.89104031576,6745.451611897515
26,167.0,119.4,oui,3,Normandie,non,non,3375,veuf,0.62,2024-01-29,5000.0,9432.456600866117
64,167.3,66.8,oui,1,Hauts-de-France,non,non,2072,veuf,0.42,2021-01-02,5175.89104031576,500.0
64,171.5,52.1,oui,4,Normandie,non,oui,4057,divorcé,0.03,2020-07-22,5175.89104031576,32056.67702970769
35,192.9,79.2,non,1,Île-de-France,non,non,4060,célibataire,0.87,2021-12-04,568.92,2685.6457974789305
32,171.1,91.5,non,3,Bretagne,oui,non,4320,marié,0.78,2024-06-15,5000.0,500.0
74,182.5,69.9,non,0,Hauts-de-France,oui,oui,500,veuf,0.33,2024-05-06,1028.04,500.0
54,179.5,66.0,non,4,Occitanie,non,oui,1226,,0.87,2021-06-28,10000.0,25448.706079561383
29,176.8,74.1,oui,3,Corse,non,oui,1034,marié,0.24,2022-09-01,10000.0,22411.66864137075
57,154.8,86.5,oui,4,Provence-Alpes-Côte d’Azur,oui,non,1519,veuf,0.72,2024-05-03,849.57,500.0
29,179.1,84.4,non,4,Normandie,non,oui,2267,divorcé,0.41,2021-07-20,5175.89104031576,14342.908068679784
59,153.5,82.6,non,4,Île-de-France,non,oui,500,veuf,0.04,2024-11-06,10000.0,26151.816919055123
60,151.4,80.2,non,0,Normandie,oui,oui,1380,,0.04,2025-01-02,10000.0,500.0
24,178.5,73.6,non,4,Île-de-France,oui,oui,2287,divorcé,0.61,2020-10-10,5000.0,18779.775335854243
70,188.1,66.3,non,4,Occitanie,non,non,1214,,0.33,2023-04-23,10000.0,500.0
55,173.0,68.6,oui,0,Corse,non,non,1009,veuf,0.66,2022-10-30,5000.0,500.0
57,153.3,57.4,oui,4,Bretagne,oui,oui,2174,veuf,0.37,2022-04-28,827.23,26627.317359352768
46,164.9,59.9,oui,2,Corse,oui,oui,2151,divorcé,0.75,2020-08-11,5000.0,500.0
63,177.6,80.4,oui,0,Provence-Alpes-Côte d’Azur,oui,oui,1185,marié,0.27,2020-07-12,5000.0,500.0
18,166.1,66.4,oui,2,Normandie,non,non,2376,célibataire,0.44,2024-04-19,5175.89104031576,500.0
20,158.4,79.0,oui,2,Normandie,oui,oui,1349,marié,0.0,2023-07-26,10000.0,2970.217234330531
72,184.3,38.4,oui,3,Bretagne,oui,non,2567,célibataire,0.87,2020-02-12,10000.0,2682.73230928322
58,159.7,53.9,oui,4,Normandie,oui,oui,3168,célibataire,0.91,2023-07-07,812.64,21583.85196791177
64,165.4,74.8,oui,2,Auvergne-Rhône-Alpes,non,oui,3212,veuf,0.24,2022-12-24,5000.0,22800.89475109125
26,164.6,67.3,oui,4,Occitanie,non,non,3343,célibataire,0.93,2024-01-15,962.72,6134.9710680646285
60,179.3,61.4,oui,2,Île-de-France,oui,non,3117,veuf,0.95,2021-04-12,5000.0,500.0
58,182.3,78.0,non,2,Provence-Alpes-Côte d’Azur,oui,non,1289,,0.98,2022-10-24,10000.0,500.0
46,174.1,72.1,oui,2,Auvergne-Rhône-Alpes,oui,oui,2459,marié,0.94,2025-03-20,5175.89104031576,9982.95628024238
25,161.0,61.9,non,2,Bretagne,oui,oui,2980,veuf,0.59,2020-12-13,5000.0,19494.724237604543
27,172.1,60.7,non,3,Auvergne-Rhône-Alpes,non,oui,1470,célibataire,0.4,2024-08-18,350.55,10180.619908660536
36,175.0,89.0,oui,4,Normandie,non,non,2492,,0.94,2021-03-29,5000.0,9462.275864934223
62,170.5,60.0,non,4,Provence-Alpes-Côte d’Azur,oui,oui,2442,marié,0.8,2023-12-17,802.31,19265.862598404117
62,162.5,70.7,oui,4,Île-de-France,oui,non,1907,marié,0.14,2021-02-08,414.25,500.0
23,165.9,67.2,oui,4,Provence-Alpes-Côte d’Azur,non,oui,4988,divorcé,0.34,2021-07-14,5000.0,40020.52297334525
20,173.4,66.2,non,0,Normandie,oui,oui,2709,,0.59,2020-08-27,10000.0,500.0
63,177.8,69.7,non,1,Hauts-de-France,oui,oui,2856,célibataire,0.85,2021-01-02,956.96,500.0
52,166.3,75.2,non,4,Normandie,non,oui,3921,,0.84,2023-07-24,5175.89104031576,17058.953675593435
24,176.8,90.1,oui,0,Corse,non,oui,1697,célibataire,0.24,2023-11-26,567.06,500.0
34,161.9,59.9,oui,3,Occitanie,non,non,3270,divorcé,0.29,2024-05-31,5175.89104031576,8702.111848462
26,171.8,39.5,non,0,Normandie,oui,non,3616,marié,0.98,2021-11-12,5000.0,500.0
32,160.5,71.7,oui,2,Provence-Alpes-Côte d’Azur,non,non,1938,célibataire,0.43,2025-04-26,10000.0,500.0
69,166.3,95.9,oui,0,Corse,non,oui,3205,divorcé,0.22,2022-12-11,5175.89104031576,500.0
40,183.1,81.7,non,2,Normandie,non,oui,568,,0.5,2024-05-28,10000.0,1254.7930227582888
35,158.7,67.8,oui,0,Bretagne,oui,non,3549,marié,0.96,2020-12-01,5000.0,500.0
